px_est	py_est	v_est	yaw_ang_est	yaw_rate_est	sensor_type	NIS	px_meas	py_meas	px_gt	py_gt	vx_gt	vy_gt	yaw_ang_gt	yaw_rate_gt	NIS_laser	NIS_radar
-11.5598	10.9119	5.18467	0.0858887	-0.148341	radar	2.66739	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546	0.0588279	-0.123349	2.0132	2.66739
-11.3341	10.9238	5.12834	0.0746069	-0.153239	lidar	0.827049	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761	0.0526604	-0.116604	0.827049	2.66739
-11.0701	10.8537	5.20326	-0.00247423	-0.289616	radar	9.60897	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681	0.0468302	-0.10984	0.827049	9.60897
-10.777	10.8259	5.24687	-0.0270519	-0.300792	lidar	2.71866	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317	0.0413382	-0.10306	2.71866	9.60897
-10.522	10.8225	5.2296	-0.0378084	-0.292313	radar	0.207151	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679	0.0361852	-0.0962627	2.71866	0.207151
-10.2904	10.8147	5.18315	-0.0516481	-0.292148	lidar	1.01249	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776	0.0313721	-0.0894504	1.01249	0.207151
-10.0431	10.8708	5.09606	-0.0124376	-0.186778	radar	6.67926	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618	0.0268996	-0.0826241	1.01249	6.67926
-9.78079	10.9197	5.12568	0.000540058	-0.159918	lidar	2.03879	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212	0.0227684	-0.0757847	2.03879	6.67926
-9.55316	10.8979	5.0674	-0.0156092	-0.167471	radar	3.94569	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664	0.0189791	-0.0689333	2.03879	3.94569
-9.29099	10.9255	5.09228	-0.0103074	-0.15124	lidar	0.692857	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865	0.0155325	-0.062071	0.692857	3.94569
-9.04723	10.9045	5.05778	-0.0215116	-0.14904	radar	2.59677	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787	0.0124289	-0.0551989	0.692857	2.59677
-8.78079	10.9377	5.09232	-0.0123268	-0.129488	lidar	1.01672	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248	0.00966898	-0.0483182	1.01672	2.59677
-8.54393	10.8927	5.0497	-0.0358495	-0.148635	radar	6.40592	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992	0.00725307	-0.0414297	1.01672	6.40592
-8.38477	10.8102	4.87415	-0.0766125	-0.188089	lidar	4.96808	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359	0.00518158	-0.0345348	4.96808	6.40592
-8.13495	10.8222	4.86846	-0.064918	-0.150416	radar	1.4658	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617	0.00345484	-0.0276344	4.96808	1.4658
-7.79043	10.8738	5.0555	-0.0391172	-0.109905	lidar	5.57996	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791	0.00207312	-0.0207296	5.57996	1.4658
-7.52751	10.8752	5.05181	-0.0293275	-0.0758073	radar	1.98559	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029	0.00103664	-0.0138215	5.57996	1.98559
-7.25037	10.8644	5.09308	-0.0331151	-0.0755876	lidar	0.612322	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692	0.000345566	-0.00691132	0.612322	1.98559
-7.0126	10.8982	5.03691	-0.00337388	-0.00910835	radar	3.43944	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-015	-1.50937e-015	3.53787e-016	0.612322	3.43944
